ts,price_now,market_now
2025-10-22T11:39:43.229311,0.0,0.0
2025-10-22T11:52:34.449907,0.0,0.0
2025-10-22T12:33:34.592235,0.0,0.0
2025-10-22T16:31:41.242245,0.0,0.0
2025-10-22T16:33:56.436422,0.0,0.0
2025-10-22T19:32:01.946689,0.0,0.0
2025-10-22T19:34:49.165503,53.025000000000006,53.025000000000006
2025-10-24T01:47:44.145828,53.025000000000006,53.025000000000006
2025-10-25T01:46:11.482598,0.0,0.0
2025-10-26T01:58:59.790260,53.38,53.38
2025-10-27T02:01:27.470466,0.0,0.0
2025-10-28T01:51:48.943080,54.095,54.095
2025-10-29T02:01:12.562908,0.0,0.0
2025-10-30T01:57:22.006812,54.095,54.095
2025-10-31T01:59:05.252854,54.095,54.095
2025-11-01T02:01:19.950200,0.0,0.0
2025-11-02T02:01:23.481501,0.0,0.0
2025-11-03T01:59:42.513429,54.095,54.095
2025-11-04T01:46:44.801186,54.095,54.095
2025-11-05T01:46:13.909431,0.0,0.0
2025-11-06T01:47:17.697330,54.095,54.095
2025-11-07T01:46:04.221294,0.0,0.0
2025-11-08T01:31:43.030452,54.095,54.095
2025-11-09T01:51:48.096303,54.095,54.095
2025-11-10T01:49:01.351223,54.095,54.095
2025-11-11T01:51:19.574842,0.0,0.0
2025-11-12T01:46:40.673108,54.095,54.095
2025-11-13T01:45:05.498350,54.095,54.095
2025-11-14T01:50:32.322116,54.095,54.095
2025-11-15T01:43:33.458489,55.08,55.08
2025-11-16T01:57:05.990853,55.08,55.08
